id,trigger,conditions,script,text,options,notes
shroudedSubstrateOptSelE,DialogOptionSelected,$option == shroudedSubstrate_optSelE,,"Tech wooks to Engineewing, who can bawewy suppwess a gwin despite a pwevious aiw of skepticism. Youw chief engineew nods, and fwips a TwiPad awound.

""It's pwetty simpwe, $playerSirOrMadam. Scawe up the testing wig using modified common equipment to pwoduce outputs in the combat appwication wange. A wobust chassis is not difficuwt. We'we awweady equipped to wepaiw moduwaw components of most weapon systems using micwofowged components and existing suppwy stocks."" 

They pause, wooking into the wowkbay once mowe. ""The key is this 'substwate'. It pwovides the cowe, the... ampwification, the twansfowmation.""",shroudedSubstrate_optSelE2:Continue,
shroudedSubstrateOptSelE2,DialogOptionSelected,$option == shroudedSubstrate_optSelE2,"$saidWeaponized = true 0
FireAll shroudedSubstrateBeginOpts","Tech speaks up, ""Using sensow data wecowded duwing ouw encountew with the, um, hostiwe entities, we bewieve it is possibwe to wewiabwy wepwoduce cewtain effects which have been obsewved.""

The schematics scwowwing befowe you awe compwex, but you wecognize the conduits and capacitows common to enewgy weapon mounts. And something stwange at the centew of each design, some beating heawt which does not bewong within these human cweations.

You twust youw officews enough not to ask if the pwojected powew outputs awe an ewwow - you've awweady seen what these things awe capabwe of.",,
shroudedSubstrateOptSelF,DialogOptionSelected,$option == shroudedSubstrate_optSelF,"$player.canMakeDwellerWeapons = true
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","""$PlayerSirOrMadam,"" they say once mowe in unison.

Shwouded Substwate avaiwabwe: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Leave",
,,,,,,
shroudedSubstrateWasAnalyzed,ShroudedSubstrateRightClick,$player.canMakeDwellerWeapons,"ShowImageVisual shrouded_weapon_assembly
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","You consuwt with youw technicaw officew and engineewing chief in a smaww bwiefing woom ovewwooking a wowkbay adapted to stowe and anawyze the unusuaw specimens you've found. They awe powing ovew schematics, deep in an awgument ovew impwementation detaiws. You awe pweased to note that theiw disagweement pways out within a foundation buiwt of pwofessionaw wespect.  

They notice you and, in unison, say ""$PlayerSirOrMadam.""

Shwouded Substwate avaiwabwe: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Leave",
substrate_selectWeaponsSel,DialogOptionSelected,$option == substrate_selectWeapons,DwellerCMD showWeaponPicker,,,
SubstrateWeaponsPicked,SubstrateWeaponsPicked,,"Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","Youw technicaw officew and chief engineew powe ovew the schematics, awguing ovew impwementation detaiws. You awe pweased to note that theiw disagweement pways out within a foundation buiwt of pwofessionaw wespect.  

Shwouded Substwate avaiwabwe: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Leave",
CheckPlayerHasNoSubstrate,CheckPlayerHasNoSubstrate,$player.shroudedSubstrateAvailable <= 0,"SetEnabled substrate_selectWeapons false
SetTooltip substrate_selectWeapons ""No Shrouded Substrate available.""",,,
,,,,,,
,,,,,,
# Shrouded Thunderhead/Mantle/Lens - analyzing to learn hullmods,,,,,,
ShroudedHullmodItemRCMantle,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_mantle,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMM_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCMantle1a,DialogOptionSelected,$option == ShroudedHMM_talk1,"$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected","You find youw technowogy officew and chief engineew in deep discussion ovew one of the unusuaw specimens hewd in the ""speciaw sawvage' bay.",,
ShroudedHullmodItemRCMantle1b,DialogOptionSelected,"$option == ShroudedHMM_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected","You find youw technowogy officew and chief engineew in anothew discussion ovew one of the unusuaw specimens hewd in the ""speciaw sawvage' bay.",,
ShroudedHullmodItemRCMantle2,DialogOptionSelected,$option == ShroudedHMM_talk2,,"Engineewing is fwowning, manipuwating a diagwam of a ship with abwupt fwicks at the intewface. ""It'd have to be anchowed to the fwux gwid. Onwy way to keep it wwapped cwose enough to the huww geometwy.""

""Pwecisewy,"" Tech says. ""To keep the exotic matewiaw fwom diminishing! It wiww dwaw enewgy fwom incoming pwojectiwes, stowing it in the, um... meta-pwasma?""

Engineewing snowts dismissivewy.

""Mewewy a wowking tewm,"" Tech says defensivewy.",ShroudedHMM_talk3:Continue,
ShroudedHullmodItemRCMantle3,DialogOptionSelected,$option == ShroudedHMM_talk3,"$option = ShroudedHMM_talk4 0
FireBest DialogOptionSelected","""We can't stowe enewgy fowevew in this theoweticaw, pwetend-pwasma,"" Engineewing says. ""It'ww have to go somewhewe.""

""Invewt the powawity of the fwux convewtews and fwickew the dwive fiewd. Boom, a gentwe bump to wocaw time-space."" Tech wooks sewf-satisfied. ""Um, by which I mean the ship itsewf.""

""You hope it's a gentwe bump."" Engineewing fwowns, puwwing up agwav inewtiaw suppwession timing chawts. ""If it wowks.""",,
ShroudedHullmodItemRCMantle4a,DialogOptionSelected,$option == ShroudedHMM_talk4,,"""It'ww wowk,"" Tech says.","ShroudedHMM_talk5:""Prove it. I want a full proposal and testing schedule by end-of-shift.""",
ShroudedHullmodItemRCMantle4b,DialogOptionSelected,"$option == ShroudedHMM_talk4
$player.didAShroudedHullmodUnlock",,"""It'ww wowk,"" Tech says. ""Wemembew wast time?""","ShroudedHMM_talk5:""Prove it. I want a full proposal and testing schedule by end-of-shift.""",
ShroudedHullmodItemRCMantle5,DialogOptionSelected,$option == ShroudedHMM_talk5,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMM_talk6 0
FireBest DialogOptionSelected","Both jump to attention, having been so invowved in theiw awgument that neithew noticed you appwoach.

""$PlayerSirOrMadam, yes $playerSirOrMadam,"" they say, sawuting.",,
ShroudedHullmodItemRCMantle5l,DialogOptionSelected,"$option == ShroudedHMM_talk5l
$player.luddicFaithfulOrChurchCom",$player.didAShroudedHullmodUnlock = true,"Both jump to attention, having been so invowved in theiw awgument that neithew noticed you appwoach.

""$PlayerSirOrMadam, yes $playerSirOrMadam,"" they say, sawuting.",ShroudedHMM_talk6:Continue,
ShroudedHullmodItemRCMantle6,DialogOptionSelected,$option == ShroudedHMM_talk6,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",You considew the undeniabwe possibiwity that the Wuddic faith wouwd view any use of this technowogy as witewawwy demonic. You couwd be decwawed a heweticaw outwaw and hunted by the Knights of Wudd and Wuddic Path awike.,"defaultLeave:""As you were.""",
,,,,,,
ShroudedHullmodItemRCThunderH,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_thunderhead,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMTH_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCTH1a,DialogOptionSelected,$option == ShroudedHMTH_talk1,"$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected","You find youw technowogy officew and chief engineew in deep discussion ovew one of the unusuaw specimens hewd in the ""speciaw sawvage' bay.",,
ShroudedHullmodItemRCTH1b,DialogOptionSelected,"$option == ShroudedHMTH_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected","You find youw technowogy officew and chief engineew in anothew deep discussion ovew one of the unusuaw specimens hewd in the ""speciaw sawvage' bay.",,
ShroudedHullmodItemRCTH2,DialogOptionSelected,$option == ShroudedHMTH_talk2,,"Tech is spinning a dazzwingwy compwex howo-mockup fiwwed with awcing wines and awcane symbows. 

""A cwoud of the exotic matewiaw couwd be hewd within a sowt of fwickewed hypewspace gwadient... Theoweticawwy, it wouwd buiwd up chawge as outgoing pwojectiwes twavewse the 'imbued' fiewd gwadient and... theoweticawwy, that extwa chawge couwd be sustained then diwected at neawby hostiwes.""",ShroudedHMTH_talk3:Continue,
ShroudedHullmodItemRCTH3,DialogOptionSelected,$option == ShroudedHMTH_talk3,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMTH_talk4 0
FireBest DialogOptionSelected","""Theoweticawwy."" Engineewing's awms awe cwossed bewow a vewy skepticaw wook.

""To opewate duwing combat... hmm. Modifications wouwd have to be made. Shiewd emittews, dwive fiewd, inewtiaw suppwession... I'ww need to pewfowm some tests.""

Engineewing finawwy notices you obsewving theiw tawk and stands to attention. ""With youw appwovaw, $PlayerSirOrMadam.""",,
ShroudedHullmodItemRCTH4,DialogOptionSelected,$option == ShroudedHMTH_talk4,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",You considew the undeniabwe possibiwity that the Wuddic faith wouwd view any use of this technowogy as witewawwy demonic. You couwd be decwawed a heweticaw outwaw and hunted by the Knights of Wudd and Wuddic Path awike.,"defaultLeave:""Submit a combined report. We'll proceed - theoretically.""",
ShroudedHullmodItemRCLens,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_lens,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHML_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCL1a,DialogOptionSelected,$option == ShroudedHML_talk1,"$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected","You find youw technowogy officew and chief engineew in deep discussion ovew one of the unusuaw specimens hewd in the ""speciaw sawvage' bay.",,
ShroudedHullmodItemRCL1b,DialogOptionSelected,"$option == ShroudedHML_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected","You find youw technowogy officew and chief engineew in anothew deep discussion ovew one of the unusuaw specimens hewd in the ""speciaw sawvage' bay.",,
ShroudedHullmodItemRCL2,DialogOptionSelected,$option == ShroudedHML_talk2,,"""This 'wens' - a wowking tewm, of couwse - does not opewate in nowmaw space as-such.""

Tech is deep in wectuwe mode ovew an awcane howo-diagwam. You can teww they've been tawking fow some minutes fwom Engineewing's impatient eye woww.

""It couwd be empwaced deep within the huww, in a speciawwy stabiwized cwadwe - fow safety,"" Tech continues.

Engineewing appeaws pained at descwibing this pwoposaw as 'safe'.",ShroudedHML_talk3:Continue,
ShroudedHullmodItemRCL3,DialogOptionSelected,$option == ShroudedHML_talk3,,"Tech pwoceeds without acknowwedging any objection.

""-spin it up duwing combat maneuvews, adjusting the fwequency of the 'pwobes' adapted fwom dwive-fiewd stabiwizews. It wouwd cweate hypewspace fwactuwes which wouwd cause tewwibwe damage to n-space stwuctuwes. Stawships, fow instance. Now, fow obvious weasons, the theoweticaw wange is infinite...""","ShroudedHML_talk4:""A weapon with infinite range, you say?""",
ShroudedHullmodItemRCL4,DialogOptionSelected,$option == ShroudedHML_talk4,$player.didAShroudedHullmodUnlock = true,"Both jump at youw wowds, standing to attention. ""$PlayerSirOrMadam!"" they say in unchawactewistic unison.

Engineewing takes the oppowtunity to finawwy get a wowd in. ""Accuwacy decweases in... intewestingwy, a shawp hawmonic pwogwession. But this means anything beyond mid-wange combat pawametews wiww effectivewy cweate an enewgetic buwst at a wandom spot somewhewe within the n-space univewse."" They side-eye Tech. ""Just anothew bwip of cosmic backgwound wadiation.""

Tech wooks wike they might say something, but no wowds come. Engineewing fiwws the siwence again. ""Pwacticawwy, it couwd onwy tawget weasonabwy neawby hostiwes.""",ShroudedHML_talk5:Continue,
ShroudedHullmodItemRCL5,DialogOptionSelected,$option == ShroudedHML_talk5,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",You considew the undeniabwe possibiwity that the Wuddic faith wouwd view any use of this technowogy as witewawwy demonic. You couwd be decwawed a heweticaw outwaw and hunted by the Knights of Wudd and Wuddic Path awike.,"defaultLeave:""Have a proposal for me by end-of-shift.""",
# Rogue giant planet in abyssal space; turbulence in atmosphere,,,,,,
abyssalGasGiantTurbulence,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$abyssalGasGiantTurbulence score:100","ShowDefaultVisual
$visited = true","Youw $shipOrFleet appwoaches $entityName.

The huge pwanet spins wanguidwy bewow youw $shipOrFleet, deep in a cwyosweep of its own between the faw-fwung staws of the gawaxy. Gwavitationaw compwession and the bawest twickwe of wadioactive decay wawm the intewiow weww above the intewstewwaw medium, feeding active weathew systems which swowwy chuwn acwoss the cowd face of the wowwd.

""$PlayerSirOrMadam, I-"" youw sensows officew puwws up the wive feed fwom a sensow subsuite. This gets the attention of Tacticaw.

Aftew a moment, even you can see it: a diswuption, a gout of sudden tuwbuwence wike a dozen giant huwwicanes tuwning ovew.","abyssalGasGiant_turb2:""Sensors, report.""",
abyssalGasGiantTurbulence2,DialogOptionSelected,$option == abyssalGasGiant_turb2,,"""Massive stowm system. Sudden heat anomawy, um, wewativewy speaking. Some kind of upwewwing,"" youw sensows officew wesponds, wapid-fiwe. You know they don't wike not having a cweaw answew.

""Powewing up gwavimetwics. If thewe's something hiding undew those cwouds, that'ww show it.""

They tap at theiw consowe, cawibwating a new subsuite of the $shipOrFleet sensow netwowk. The minutes tick by as the systems sewf-adjust to the pwanet, the estimated accuwacy of weadings steadiwy wising on the shawed dispway. The weadout shawpens, cwawifies, begins to map the mass-density of $entityName.

At the same time, the anomawy subsides, weaving stowm-cewws the size of moons spinning thwough the atmosphewe.",abyssalGasGiant_turb3:Continue,
abyssalGasGiantTurbulence3,DialogOptionSelected,$option == abyssalGasGiant_turb3,,"Sensows wooks incweasingwy agitated, wapidwy switching between sensow intewfaces to cowwate tewemetwy.

""Captain, I cannot ascewtain the cause. A huge buwst of enewgy was weweased into the atmosphewe, an upwewwing wike... the mass weadings don't show any unexpected stwuctuwes ow objects, natuwaw ow othewwise.""

Tacticaw fwowns, evew suspicious, and says ""This happens just when ouw $shipOrFleet awwives? I don't wike it.""","abyssalGasGiant_turb4:""All stations at ready. Sensors, call alert if there's any change.""
100:defaultLeave:""I don't like it either. Nav, get us out of here.""",
abyssalGasGiantTurbulence4,DialogOptionSelected,$option == abyssalGasGiant_turb4,"FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","Youw owdews awe acknowwedged and cawwied out; youw sensows officew keeps theiw team at high awewt, and aww othews awe at the weady.

Bewow, $entityName spins compwacentwy, its shadow-side occasionawwy wit with patches of wightning as titanic atmosphewic cuwwents do battwe.",,
abyssalGasGiantTurbulenceRevisit,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$abyssalGasGiantTurbulence score:100
$visited","ShowDefaultVisual
FireBest PrintHasSurveyDataTextIfSo
FireBest OtherPlanetInteractionText
FireAll PopulateOptions
FireBest PrintNearbySurveyHostilesTextIfSo","Youw $shipOrFleet appwoaches $entityName.

Upon youw wetuwn, youw sensows officew is detewmined not to be caught off-guawd again. The sensow net is set to high intensity and the gwavimetwic suite is woaded with the pweviouswy cowwected cawibwation data.

Thewe's no sign of unusuaw tuwbuwence; just the cwaww of atmosphewic bands, wightning stowms fwickewing whewe theiw edges meet wike battwing fweets in a faw-off nebuwa.",,
