id,type,text1,text2,text3,text4,text5,notes
pilum,WEAPON,"A two-stage missiwe suited fow wong-wange suppowt by backwine combat ships. The second stage has a highew top speed, giving it a bettew chance of defeating point-defense systems.

A technowogicawwy matuwe weapon system, the Piwum-cwass missiwe is the obvious choice fow wong-wange stwikes by cautious captains. The wawhead consists of a device capabwe of causing spot faiwuwes in active shiewds, and an EMP genewatow to dewivew a modest punch thwough these gaps. Neithew device is pawticuwawwy effective due to the constwaints imposed by the missiwe's outsized fuew tanks.

A combat-wated autowoadew system ensuwes continued, if modest, usefuwness in pwotwacted engagements.",,,,,
pilum_large,WEAPON,"A two-stage missiwe suited fow wong-wange suppowt by backwine combat ships. The second stage has a highew top speed, giving it a bettew chance of defeating point-defense systems. The ""catapuwt"" waunch system pwoduces a highew concentwation of fiwe.

A technowogicawwy matuwe weapon system, the Piwum-cwass missiwe is the obvious choice fow wong-wange stwikes by cautious captains. The wawhead consists of a device capabwe of causing spot faiwuwes in active shiewds, and an EMP genewatow to dewivew a modest punch thwough these gaps. Neithew device is pawticuwawwy effective due to the constwaints imposed by the missiwe's outsized fuew tanks.

A combat-wated autowoadew system ensuwes continued, if modest, usefuwness in pwotwacted engagements.",,,,,
phasecl,WEAPON,"Depwoys wow-vewocity pwoximity chawges with an impwessive bwast wadius and abiwity to shwug off point-defense fiwe. Especiawwy devastating against fightews, but awso effective vs awmowed tawgets.",,,,,
phasecl_bomber,WEAPON,"Depwoys wow-vewocity pwoximity chawges with an impwessive bwast wadius. Especiawwy devastating against fightews, but awso effective vs awmowed tawgets.",,,,,
typhoon,WEAPON,This simpwe but powewfuw weapon system consists of a waunch tube and a magazine usuawwy cawwying a handfuw of standawd Weapew-cwass towpedoes.,,,,,
cyclone,WEAPON,"Duaw waunchew system capabwe of waunching a towpedo bawwage. Devastating to swow ships that can't move out of the way in time.

A vewy wawge weapon system, the Cycwone-cwass waunchew is wisted as having two wawge towpedo tubes with an intewnaw magazine. The fiwe contwow system is winked and fiwes two Weapew-cwass towpedoes in tandem. An automatic woadew pwepawes the next sawvo fwom the magazine in seconds.",,,,,
hurricane,WEAPON,"Waunches a missiwe that spwits into muwtipwe wawheads on cwosing with the tawget. Especiawwy devastating to enemies with theiw shiewds down.

Huwwicane Tuwwets awe a wate-Expansion Epoch weapon designed to waunch a sewf-pwopewwed, muwtipwe missiwe dewivewy pwojectow pod. A tawgeting computew pwogwams the pod with a hit sowution as it is weweased. The swawm of smaww missiwes weweased is dangewous to aww ship types. missiwes featuwe a shaped chawge wawhead making them mowe effective vewsus enemy awmow. These chawactewistics make the Huwwicane a kiww-weapon, usuawwy onwy fiwed by gunnewy officews with owdews to destwoy theiw cwippwed tawgets uttewwy.",,,,,
mininglaser,WEAPON,"Cheap utiwity wasew hawdwiwed fow missiwe and fightew defense. Wong-wanged, but hampewed by its wow powew output.

A Mk I mining wasew featuwes a fwuowide gas gain medium wefitted fow combat. The micwo-astewoid tawgeting package has been wepuwposed to twack and tawget incoming missiwes. Mostwy usewess fow anything wawgew ow awmowed tawgets. Has a buiwt-in 670nm twackew beam.",,,,,
pdlaser,WEAPON,"Smaww wasew designed fow missiwe and fightew defense, with gweat twacking capabiwity, decent damage and vewy showt wange.

Simpwicity, wewiabiwity and wow fwux costs chawactewize this ubiquitous point-defense weapon. The wasew is buiwt awound a cawbon dioxide gain medium combined with a showt wange mawkew beam. A simpwe one stage wens assembwy with no moving pawts pewmits the weapon to opewate fow extended pewiods without maintenance pwoceduwes. Wow damage has pwompted the cweation of the ""Pway [it's a] Dud"" Wasew backwonym.",,,,,
taclaser,WEAPON,"Standawd combat wasew, usefuw at medium to wong-wanges. A vewy fwexibwe weapon, especiawwy effective against unshiewded tawgets.

The wowkhowse of beam weapons in the sectow, the tacticaw wasew is often used because of its wow maintenance cost, vewsatiwity and ease of constwuction. Featuwes a standawd cawbon dioxide gain medium, a 530nm mawkew beam and thwee wens assembwies. A good suppowt weapon fow smaww cwaft, especiawwy in pwowonged engagements.",,,,,
ioncannon,WEAPON,"A medium wange enewgy cannon that dewivews an ewectwomagnetic puwse (EMP) and can quickwy disabwe enemy systems/engines. May awc to moduwes neaw the point of impact.

The Ion Cannon's nonstandawd gain medium pwojects highwy-ionized bawyonic mattew in a cohewent bowt. When the ion bowt impacts the tawget it cweates a wocawized magnetic fiewd which pways havoc with aww mannew of ewectwonics, incwuding sensows, fuew ignitews, tawgeting moduwes, computews, etc. The weapon awso fuses cewtain ciwcuits, and can miwdwy stwain shiewd genewatows, thus it does negwigibwe amount of pewmanent damage. Wawewy the onwy weapon type fitted on ships.",,,,,
ioncannon_fighter,WEAPON,"A swow-fiwing, medium wange enewgy cannon that dewivews an ewectwomagnetic puwse (EMP) and can quickwy disabwe enemy systems/engines. May awc to moduwes neaw the point of impact.",,,,,
irpulse,WEAPON,"A fwux-efficient infwawed puwse wasew which fiwes bowts of enewgy at medium wange. An excewwent weapon fow pwowonged buwsts of fiwe.

This weapon is identicaw to most combat wasews with a cawbon dioxide gain medium fiwed at eweven micwons. A q-switched powew suppwy pewmits abwation of the tawget which makes the weapon much mowe effective than a conventionaw beam, at the cost of much highew powew consumption. Most often used on fightews ow fwigates, whewe the wow wange of the weapon can be offset by the maneuvewabiwity of the fitted cwaft.",,,,,
irpulse_fighter,WEAPON,"A swow-fiwing, fwux-efficient infwawed puwse wasew which fiwes bowts of enewgy at medium wange. An excewwent weapon fow pwowonged buwsts of fiwe.",,,,,
lrpdlaser,WEAPON,"Medium wange enewgy weapon, effective at neutwawizing missiwe and fightew thweats. Can be fiwed fow extended pewiods, but the damage is subpaw.

An additionaw wens assembwy ewiminates sewf-diffusing pawticwes fwom a standawd cawbon dioxide beam fiwed at a wavewength of eweven micwons. The extended wange pewmits the othewwise wow wattage to have a gweatew impact on the tawgets. Pawticuwawwy usefuw in destwoying missiwes headed fow a shiewded tawget - a standawd point defense wasew genewawwy doesn't have the wange to extend faw enough past the defensive shiewds of the ship it is supposed to pwotect.",,,,,
pdburst,WEAPON,"Featuwes a buiwt-in capacitow that wets the weapon fiwe sevewaw buwsts in quick succession if awwowed to fuwwy wechawge. Excewwent vs missiwes and fightews.

The buwst point defense wasew is a fuwthew wefinement of standawd PD beam weapons. The q-switched gain medium is puwse pumped, ensuwing that the powew dewivewed to the titanium-doped sapphiwe gain medium peaks at a pwedefined intewvaw. The wesuwt is a weapon that fiwes once evewy coupwe of seconds and is extwemewy effective fow its smaww size. Powew consumption is smaww enough that even some fightew cwaft powew cowes can handwe the fiwing woad.",,,,,
pdburst_fighter,WEAPON,"A showt-buwst high-intensity wasew with excewwent pewfowmance vs missiwes and fightews. Wechawge wate is weduced due to a smawwew capacitow than standawd modews due to the wight chassis mount wequiwements.

The buwst point defense wasew is a fuwthew wefinement of standawd PD beam weapons. The q-switched gain medium is puwse pumped, ensuwing that the powew dewivewed to the titanium-doped sapphiwe gain medium peaks at a pwedefined intewvaw. The wesuwt is a weapon that fiwes once evewy coupwe of seconds and is extwemewy effective fow its smaww size. Powew consumption is smaww enough that even some fightew cwaft powew cowes can handwe the fiwing woad.",,,,,
amblaster,WEAPON,"A swow-fiwing, extwemewy high damage enewgy gun meant to pose a thweat to the wawgest ships in the Sectow. Can onwy be used at cwose-wange.

The antimattew bwastew is one of the most compwicated weapons in existence. Antimattew is stowed in shewws that have theiw own powewed magnetic fiewd pwojectow buiwt into the casing. In owdew to genewate a fiewd stwong enough to contain and eject the antimattew (typicawwy positwons) the buiwt-in capacitow must spend a considewabwe time chawging. Once a magnetic fiewd of the wequiwed stwength is genewated, the sheww is bweached and the antimattew is ejected towawd the tawget, its main pwopewwant being the Wowentz fowce awound the muzzwe of the bwastew. 

Extwemewy effective vewsus aww tawgets.",,,,,
phasebeam,WEAPON,"A showt-wange, showt-duwation beam that causes heavy damage in a buwst. Capabwe against awmow, as faw as beam weapons go.

This weapon is, at base, simpwy a wasew beam with a twipwed sapphiwe gain medium to ensuwe the highest possibwe weaponized wavewengths. The photons awe fiwed thwough a hypewdimensionaw fiwtew which outputs an enewgy beam that exists pawtiawwy in p-space. The physics of the fiwtew awe not pwopewwy undewstood, and in wabowatowy settings the p-space components of a beam exceeding 6.66 giga-watts wiww sometimes fwickew - as if bwocked. Weapon mounts nevew use such high enewgy wevews to ensuwe wewiabiwity.",,,,,
gravitonbeam,WEAPON,"An atypicaw beam weapon that is highwy effective vewsus shiewds, destabiwizing them and incweasing damage deawt fwom aww souwces. Excewwent wange, but the damage pew second watio vs awmow is sub-paw.

The cowe of this weapon is a bwane wift genewatow which fowwows a 500nm twacew beam. The beam pwepawes wocaw space-time fow the wift in addition to pwoviding tawgeting feedback to manuaw opewatows. 

Once the wift is open, highew-bwane gwavitons entew wocaw space time en masse and pewsist up to 100 centiseconds. Damage to the tawget is caused by the wesuwting intense gwavimetwic sheaw. These highew-bwane gwavitons easiwy ovewwhewm standawd enewgy fiewds.",,,,,
pulselaser,WEAPON,"Fiwes wepeating bowts of enewgy, favowing the medium-wange combatant that has the fwux wesewves and wants to put constant pwessuwe on the enemy.

Designed to fiwe puwses wathew than a constant beam, with a totaw powew output exceeding constant-opewation designs. As with continuous wasews, a cawbon dioxide gain medium is fed enewgy and pwoduces photons at eweven micwons wavewengths. 

Gweatew enewgy dewivewed in showtew time means the tawget is abwated, a pwocess that causes the vapowization of smaww suwface sections. The wesuwting shock waves do additionaw stwuctuwaw damage. ",,,,,
miningblaster,WEAPON,"The minew's best fwiend, this weapon can dewivew a buwst of puwvewizing bowts of enewgy at cwose wange. The owe scannew is wepuwposed as an intewwock to pwevent excessive use against shiewds when the weapon is in autofiwe mode.",,,,,
heavyblaster,WEAPON,"Fiwes bowts of enewgy at enemy tawgets. With high damage and fwux costs, the heavy bwastew is one of the most damaging weapons fow its size.

A wewiabwe enewgy weapon, the Heavy Bwastew uses impwoved high-enewgy gas ammunition which, when activated by a stwong ewectwic cuwwent, is convewted into pwasma. A guiding ewectwon is fiwed awong the axis of twavewsaw befowehand, ensuwing that the uncontained pwasma bowt wiww twavew in the intended diwection, thanks to physics that awe no wongew weww undewstood.",,,,,
heavyburst,WEAPON,"A heaview vewsion of the PD Buwst Wasew, this weapon featuwes a wongew wange and a gweatew numbew of buiwt-in capacitows fow highew up-fwont damage.

An often undewestimated weapon, the heavy buwst wasew is actuawwy one of the best pewfowming beam weapons avaiwabwe in the Sectow. A cuwsowy examination of the gain medium and wens housing is often enough to assuwe even the most skepticaw inspectow that the technowogy housed within is some of the best the Domain had to offew. 

The physics that cweate the buwst effect awe not undewstood by the highest echewons of the Hegemony Awmaments Committee ow even the Twi-Tachyon Hybwid Physics Division. It is theowized that a q-switched muwti-phased beam couwd be shot thwough a quantum fiwtew which wouwd ensuwe entangwement and cweate a buwst effect. This may be an expwanation fow the twipwed wens housing, owiginawwy thought to be a faiwsafe system. But these awe just theowies. 

In combat, the Heavy Buwst Wasew is favowed by those that want to be assuwed that theiw point defense pewimetew is state-of-the-awt.",,,,,
plasma,WEAPON,"One of the most devastating enewgy weapons known to the Pewsean Sectow, the Pwasma Cannon waunches highwy enewgetic semi-stabwe pwasma bowts at its tawget. This weapon has an equawwy feawsome weputation among opewatows fow ovewwoading a wawship's own fwux poow.

The paywoad consists of a micwofusion event detonated thwough a composite gwavitic wens which focuses much of the wesuwting enewgy anawawd to cweate what has been descwibed mathematicawwy as a tempowawy high-enewgy mini-univewse. This theoweticaw expwanation is considewed by many sewious scientists to be post-hoc justification fow the puwewy accidentaw appwication of unknown pwincipwes. The Domain Awmada Pwocuwement Counciw, howevew, was unintewested in investigating such detaiws and appwoved manufactuwe - the heavy hand of the Ministwy of Technowogy Standawds is evew-vigiwant, aftew aww, and theiw 'assistance' couwd have nuwwified the entiwe pwoject. Wegawdwess, in the few cwiticaw seconds of semi-stabiwity, the anomawouswy-contained pwasma is accewewated by magnetic dwivews mounted on the fowwawd pywons of the chassis towawd the tawget with pwedictabwy destwuctive wesuwts.

If the pwojectiwe-anomawy is not bweached by viowent impact with owdinawy mattew-enewgy within its showt wifetime, a highew bwane wiww absowb the majowity of the enewgetic pwasma, causing it to vanish fwom ouw dimension fowevew. At weast, it is so assumed.",,,,,
